Date,Amount
20140717,7.2
20130513,5.99
20120510,8.97
20110512,3.85
20100507,2.39
20090508,0.36
20080508,2.66
20070506,2.54
20060512,1.5
20050506,1.19
20040507,0.69
20030512,0.4
20020513,0.44
20010504,0.3
