Date,Amount
20161011,6.90
20160504,6.90
20151006,6.60
20150505,5.20
20141027,5.10
20140429,4.49
20130916,3.40
20130321,3.86
20120910,3.00
20120323,3.50
20110908,2.50
20110322,2.50
20100909,1.50
20100322,1.75
20090909,1.00
20090420,1.52
20080724,1.00
20080410,1.52
20070903,0.83
20070405,1.10
20060731,0.55
