Date,Amount
20170127,39
20161014,33
20160810,63
20160611,57
20160126,63
20151017,57
20150725,48
20150619,15
20150111,20
20140929,25
20140624,19.3
20130906,15.45
20130422,19.9
20121123,25
20120822,38
20120418,32.5
20111026,25
