Date,Amount
20141014,6.2
20140714,18.6
20130814,5.22
20130508,14.6
20120510,14.71
20110510,14.54
20100507,15.4
20090508,20.2
20080508,14.8
20070514,9.7
20060506,7.6
20040503,5.8
