Date,Amount
20161007,0.38
20160714,0.67
20150716,0.47
20140717,2.06
20130520,0.96
20120521,0.28
20110518,0.26
20100514,0.055
20080517,0.25
20070512,0.048
20060515,0.028
20050516,0.026
